,r,lr,lora_alpha,model_size,score,epoch,multi,gen,mmlu,Abstract (target),Introduction (target),Introduction-multi (target),Conclusion (target),Abstract (irrelevant 1),Introduction (irrelevant 1),Introduction-multi (irrelevant 1),Conclusion (irrelevant 1),Introduction (irrelevant 2),Total texts,Total instructions,MMLU,LoRA layers
36,482,7.074915539107757e-05,587,7,0.03825418511451147,2,0.5785123966942148,0.03825418511451147,0.36,3,2,1,28,9,38480,5609,1674,1,48411,1,2603,4
984,59,7.642817609883203e-05,684,7,0.13141086097280225,8,0.9669421487603306,0.13141086097280225,0.34,28,206,268,75,4,652,366,12,8,2413,792,2,4
877,37,4.18898897441464e-05,381,7,0.12296661954324499,2,0.9090909090909091,0.12296661954324499,0.36,11,23,673,122,32,415,5487,70,14,7321,456,18,4
1058,33,6.140274159616742e-05,493,7,0.12873313867701874,8,0.9421487603305785,0.12873313867701874,0.18,21,121,550,54,14,583,1419,50,16,4180,1342,10,4
382,53,7.38751240809784e-05,273,7,0.11449444313529557,1,0.7272727272727273,0.11449444313529557,0.2,11,188,750,144,76,177,9165,60,8,10658,46,33,4
1247,66,8.65389607362105e-05,657,7,0.1493520374531647,2,0.859504132231405,0.1493520374531647,0.3,20,163,348,81,8,199,142,48,6,1295,274,6,4
1002,73,8.957762658668987e-05,656,7,0.13007059741770627,8,0.9256198347107438,0.13007059741770627,0.3,21,161,354,50,14,183,497,33,16,1714,379,6,4
1229,52,5.805118170043198e-05,631,7,0.13219149243764458,2,0.9173553719008265,0.13219149243764458,0.24,38,200,181,62,11,408,340,28,11,1797,515,3,4
219,65,2.6374198832228495e-05,583,7,0.11700257919859369,1,0.8264462809917356,0.11700257919859369,0.18,21,202,698,139,53,116,2487,30,6,3811,54,5,4
784,34,8.794087373176828e-05,473,7,0.12127869039638127,8,0.8842975206611571,0.12127869039638127,0.42,14,95,307,242,11,310,2602,58,9,3991,339,4,4
1051,33,6.140274159616742e-05,493,7,0.1161952777356814,1,0.9504132231404959,0.1161952777356814,0.22,21,121,550,54,14,583,1419,50,16,4180,1342,10,4
224,79,6.009202156948913e-05,615,7,0.11744140984854408,1,0.7272727272727273,0.11744140984854408,0.28,50,146,451,168,92,178,826,62,5,2006,22,6,4
10,66,0.00013703775172965656,335,7,0.11550132301348592,2,0.9090909090909091,0.11550132301348592,0.28,1,192,23,79,14,3177,4447,2,46,8499,510,8,4
1041,38,7.577915077460234e-05,535,7,0.12142756123078545,1,0.9173553719008265,0.12142756123078545,0.28,8,208,435,101,20,431,4093,84,23,6270,861,6,4
993,52,6.114681452933229e-05,747,7,0.10805013115783837,8,0.9256198347107438,0.10805013115783837,0.22,39,1,185,60,11,409,160,28,11,1494,528,62,4
229,78,6.117562521848896e-05,721,7,0.12090504121767401,1,0.6363636363636364,0.12090504121767401,0.42,50,150,494,93,89,236,894,63,8,2104,21,6,4
1190,60,8.776183539159358e-05,592,7,0.1239154080938251,2,0.9256198347107438,0.1239154080938251,0.32,28,190,295,57,8,365,2722,20,7,4318,622,4,4
1239,76,4.539328164869687e-05,1022,7,0.1335791195566499,2,0.9586776859504132,0.1335791195566499,0.38,23,164,194,53,13,171,453,33,15,1584,388,77,4
976,72,7.08673955426682e-05,844,7,0.1316782775770953,10,0.9586776859504132,0.1316782775770953,0.26,30,224,227,40,8,735,183,18,4,2277,803,5,4
949,64,6.202151833431082e-06,724,7,0.12452771235522957,2,0.9256198347107438,0.12452771235522957,0.28,34,227,388,47,11,603,295,25,6,2681,1042,3,4
233,96,6.413310151653539e-05,629,7,0.09272330335307316,1,0.6115702479338843,0.09272330335307316,0.24,45,149,435,177,379,347,6437,172,17,8192,19,15,4
1010,65,8.701828607706614e-05,195,7,0.1372462454619638,8,0.9256198347107438,0.1372462454619638,0.24,19,174,428,70,7,344,270,48,6,2039,669,4,4
30,116,7.071974446063901e-05,121,7,0.00016493485073396007,2,0.24793388429752067,0.00016493485073396007,0.2,46,118,228,167,18,12347,3504,1403,30092,48464,537,4,8
1031,36,9.716568231000396e-05,551,7,0.12830944065647878,1,0.9173553719008265,0.12830944065647878,0.24,16,203,518,86,23,278,1843,39,19,3571,541,5,4
239,82,3.600905925405366e-05,501,7,0.1186726869499513,1,0.859504132231405,0.1186726869499513,0.32,31,99,337,41,38,180,2470,24,31,3346,93,2,4
296,50,9.867383946687565e-05,392,7,0.1310036316494702,1,0.8760330578512396,0.1310036316494702,0.26,17,249,461,70,41,36,1290,102,1,2506,230,9,4
977,59,7.642817609883203e-05,684,7,0.13080459427049573,1,0.9338842975206612,0.13080459427049573,0.22,28,206,268,75,4,652,366,12,8,2413,792,2,4
411,44,2.848734333802115e-05,385,7,0.12310470894061659,1,0.8347107438016529,0.12310470894061659,0.26,9,163,311,151,33,206,2309,54,9,3436,181,10,4
492,52,2.1662346160865584e-05,829,7,0.11583121264268514,2,0.8099173553719008,0.11583121264268514,0.24,27,184,513,169,3,724,210,3,69763,71674,75,3,4
480,90,4.331658619922374e-06,403,7,0.11737344626189421,8,0.7768595041322314,0.11737344626189421,0.38,4,85,721,31,8,30,15,1,2,1023,125,1,4
793,35,8.523693483699226e-05,438,7,0.11728833969922119,8,0.9338842975206612,0.11728833969922119,0.32,10,178,409,262,21,393,2513,37,13,4363,522,5,4
114,73,8.12747561095099e-05,536,7,0.13038677364083168,2,0.7024793388429752,0.13038677364083168,0.36,5,160,279,37,6,72,37,5,4,624,15,4,4
154,102,1.2791141705389791e-05,768,7,0.12072994124467853,2,0.7520661157024794,0.12072994124467853,0.46,11,181,592,129,12,806,261,3,15,2020,7,3,4
1131,37,4.369984239574605e-05,385,7,0.1344807119562542,2,0.8760330578512396,0.1344807119562542,0.22,11,194,645,121,46,101,5319,98,14,6742,175,18,4
268,59,3.096112393373027e-05,669,7,0.11934976091560034,2,0.7272727272727273,0.11934976091560034,0.3,25,214,722,184,46,151,858,36,5,2286,36,9,4
397,36,8.501282253130543e-05,242,7,0.12456711064962817,1,0.8925619834710744,0.12456711064962817,0.18,20,144,444,125,100,25,5283,97,4,6444,189,13,4
1263,137,9.919657285974157e-05,497,7,0.12857858749044568,2,0.9421487603305785,0.12857858749044568,0.26,24,180,443,33,10,136,232,22,12,2072,976,4,4
874,45,6.432081051153156e-05,479,7,0.11455729469411241,8,0.9421487603305785,0.11455729469411241,0.42,13,159,507,104,20,236,2441,58,52,4252,634,28,4
292,35,7.40401080627544e-05,452,7,0.00020134903855834087,2,0.32231404958677684,0.00020134903855834087,0.22,23,105,582,63,27,89,795,29,1,1788,70,4,8
376,57,9.982479417884988e-05,378,7,0.11602402624636729,2,0.8677685950413223,0.11602402624636729,0.16,15,113,526,219,30,56,4769,81,231,6166,109,17,4
996,73,8.957762658668987e-05,656,7,0.1449187874266626,2,0.9586776859504132,0.1449187874266626,0.22,21,161,354,50,14,183,497,33,16,1714,379,6,4
273,58,4.5567036003371575e-05,692,7,0.12547315777105947,2,0.7851239669421488,0.12547315777105947,0.3,26,250,546,109,38,165,891,30,2,2096,29,10,4
288,40,4.8717204210639726e-05,303,7,0.13551120083427123,2,0.8760330578512396,0.13551120083427123,0.26,18,242,406,83,67,22,1621,17,2,2669,184,7,4
883,41,3.4326586337998305e-05,502,7,0.1144817306666128,1,0.9090909090909091,0.1144817306666128,0.14,9,133,99,170,13,299,1219,31,31,2322,307,11,4
391,46,3.910390738442447e-05,420,7,0.11507120725289487,1,0.7933884297520661,0.11507120725289487,0.26,13,215,641,114,52,84,3584,140,3,4917,60,11,4
987,52,6.114681452933229e-05,747,7,0.11894386827901247,2,0.9421487603305785,0.11894386827901247,0.24,39,1,185,60,11,409,160,28,11,1494,528,62,4
284,39,5.1454834169231464e-05,446,7,0.13750005174146165,2,0.743801652892562,0.13750005174146165,0.18,18,250,731,65,41,86,785,41,2,2092,65,8,4
146,68,3.8997157689678284e-05,748,7,0.13291901989838525,2,0.7355371900826446,0.13291901989838525,0.32,5,167,292,15,5,63,57,4,3,631,17,3,4
281,53,4.688503474374566e-05,512,7,0.12608667930529455,2,0.7520661157024794,0.12608667930529455,0.32,18,215,607,63,42,95,965,16,2,2114,82,9,4
148,62,3.3701609851468846e-05,805,7,0.12201867642185683,2,0.7768595041322314,0.12201867642185683,0.26,26,181,519,130,12,649,183,3,15,1747,18,11,4
893,48,5.5779649416257474e-05,339,7,0.12158700508519606,1,0.8925619834710744,0.12158700508519606,0.24,15,167,591,89,10,316,1038,53,21,2583,240,43,4
866,51,6.50865918329717e-05,440,7,0.125587851574171,8,0.8429752066115702,0.125587851574171,0.32,19,98,203,215,24,144,591,15,26,1491,144,12,4
957,64,6.202151833431082e-06,724,7,0.11177637019567065,10,0.9008264462809917,0.11177637019567065,0.18,34,227,388,47,11,603,295,25,6,2681,1042,3,4
263,86,1.962569274461404e-05,543,7,0.11702051608083346,2,0.7933884297520661,0.11702051608083346,0.22,37,221,603,166,66,120,1077,51,5,2396,45,5,4
324,48,4.392053593293517e-05,423,7,0.12720633571539963,2,0.768595041322314,0.12720633571539963,0.32,20,173,616,63,68,57,2045,40,1,3153,58,12,4
876,37,4.18898897441464e-05,381,7,0.12595675549928725,1,0.9173553719008265,0.12595675549928725,0.14,11,23,673,122,32,415,5487,70,14,7321,456,18,4
403,43,6.205090261800283e-05,318,7,0.13026644060342393,1,0.8842975206611571,0.13026644060342393,0.2,12,161,545,191,33,203,2081,71,11,3546,228,10,4
39,34,6.76596733825924e-05,889,7,0.0,2,0.2644628099173554,0.0,0.24,2,49,1,105,1,16574,377,9,3998,54447,30530,2801,8
404,43,6.205090261800283e-05,318,7,0.130607451068244,2,0.8760330578512396,0.130607451068244,0.32,12,161,545,191,33,203,2081,71,11,3546,228,10,4
1004,65,8.701828607706614e-05,195,7,0.13329954077906245,2,0.9504132231404959,0.13329954077906245,0.3,19,174,428,70,7,344,270,48,6,2039,669,4,4
41,193,7.9593213584277e-05,36,7,0.050406334393536825,2,0.7272727272727273,0.050406334393536825,0.26,2,3,1,11,299,34937,8,230,1,35508,1,15,4
946,62,9.949379408647471e-05,775,7,0.12534898518640436,8,0.9504132231404959,0.12534898518640436,0.36,26,227,380,57,8,373,2725,20,8,4388,560,4,4
858,51,5.197044738916898e-05,409,7,0.13416543662651573,8,0.9421487603305785,0.13416543662651573,0.3,15,111,407,134,18,170,1793,43,53,3094,336,14,4
398,36,8.501282253130543e-05,242,7,0.1215140066856178,2,0.9008264462809917,0.1215140066856178,0.22,20,144,444,125,100,25,5283,97,4,6444,189,13,4
1114,51,6.281062003838297e-05,451,7,0.1230855895262445,2,0.8347107438016529,0.1230855895262445,0.32,18,113,402,223,19,196,647,15,53,1841,141,14,4
926,65,8.784132826724158e-05,663,7,0.14025590184849934,8,0.9752066115702479,0.14025590184849934,0.36,22,221,321,65,7,258,450,30,14,1928,536,4,4
936,56,7.696062789946056e-05,595,7,0.1268585416791074,8,0.9173553719008265,0.1268585416791074,0.16,25,180,300,61,5,171,438,42,11,1930,695,2,4
295,41,4.4560223351644214e-05,512,7,0.12358130134547943,2,0.8677685950413223,0.12358130134547943,0.36,19,124,618,51,84,18,2863,16,3,3904,95,13,4
938,56,7.696062789946056e-05,595,7,0.1359352733880849,10,0.9504132231404959,0.1359352733880849,0.28,25,180,300,61,5,171,438,42,11,1930,695,2,4
277,77,9.636632808035241e-05,678,7,0.12064979254765335,2,0.71900826446281,0.12064979254765335,0.3,30,147,329,103,47,49,2148,30,2,2941,30,26,4
1597,171,9.986081513278459e-05,400,13,0.1355846374813832,9,0.9834710743801653,0.1355846374813832,0.36,33,247,470,97,5,44,2149,23,968,5049,1010,3,4
589,37,8.085760450496441e-05,640,13,0.13542261485442647,9,0.9256198347107438,0.13542261485442647,0.2,16,176,613,146,17,158,701,13,16,2107,230,21,4
1539,77,6.365563622821234e-05,758,13,0.12227710916873251,6,0.9504132231404959,0.12227710916873251,0.3,20,4,147,86,9,284,191,31,10,1192,403,7,4
675,55,8.775368695502438e-05,412,13,0.14750465778975935,6,0.9669421487603306,0.14750465778975935,0.42,23,148,457,72,8,198,836,35,10,2164,373,4,4
1502,61,7.288255549287648e-05,769,13,0.1487417320547613,9,0.9586776859504132,0.1487417320547613,0.32,28,223,254,48,8,428,280,22,7,2035,734,3,4
1461,57,4.874387836834192e-05,647,13,0.15475358130987643,6,0.9338842975206612,0.15475358130987643,0.44,23,197,433,69,8,212,1570,21,10,2910,363,4,4
1560,70,7.832784221585855e-05,460,13,0.1442447521939538,9,0.9256198347107438,0.1442447521939538,0.24,33,178,432,69,5,344,3586,23,13,5290,603,4,4
770,56,7.921594464584838e-05,456,13,0.11459175485089126,9,0.9504132231404959,0.11459175485089126,0.3,24,73,415,31,7,342,3446,47,13,5037,635,4,4
1662,216,9.662268258576261e-05,506,13,0.14789922742645878,6,1.0,0.14789922742645878,0.4,37,247,478,103,3,28,2035,24,711,5344,1675,3,4
1588,199,7.43218259438111e-05,394,13,0.15868945872598084,9,0.9586776859504132,0.15868945872598084,0.26,37,248,468,98,5,31,2182,23,689,4793,1009,3,4
684,43,8.66916818721248e-05,466,13,0.15351127840290146,6,0.9256198347107438,0.15351127840290146,0.38,23,192,327,133,7,265,1570,39,8,2910,342,4,4
678,55,8.775368695502438e-05,412,13,0.1415814404903101,9,0.9504132231404959,0.1415814404903101,0.3,23,148,457,72,8,198,836,35,10,2164,373,4,4
1519,59,3.085961903907262e-06,846,13,0.12608967312917385,6,0.9421487603305785,0.12608967312917385,0.28,29,250,227,40,7,839,347,17,4,2569,804,5,4
1653,205,9.942677397515017e-05,489,13,0.14148274260867713,6,0.9752066115702479,0.14148274260867713,0.36,37,245,456,98,4,29,2036,22,918,5660,1812,3,4
735,59,7.01826737652066e-05,864,13,0.13497489388628445,9,0.9504132231404959,0.13497489388628445,0.36,29,227,5,42,6,1069,223,18,5,2430,801,5,4
1299,43,2.826929143244721e-05,377,13,0.14101100130952066,6,0.9338842975206612,0.14101100130952066,0.3,9,163,298,190,34,44,2037,34,11,3086,259,7,4
1406,45,8.189979578469035e-05,555,13,0.1265828746887467,10,0.9173553719008265,0.1265828746887467,0.26,14,183,559,134,16,364,3115,11,17,4647,214,20,4
1509,67,6.780058316125952e-05,809,13,0.12446102798048846,6,0.9338842975206612,0.12446102798048846,0.32,32,223,261,46,6,516,231,21,5,2485,1141,3,4
1512,67,6.780058316125952e-05,809,13,0.15191730737839523,9,0.9421487603305785,0.15191730737839523,0.42,32,223,261,46,6,516,231,21,5,2485,1141,3,4
1392,37,9.980233307597712e-05,467,13,0.12049504914351791,6,0.9338842975206612,0.12049504914351791,0.2,7,150,638,403,7,280,7051,13,34,9028,442,3,4
598,38,7.879469532728955e-05,463,13,0.14486385486978148,9,0.859504132231405,0.14486385486978148,0.24,17,153,614,141,8,314,3157,13,29,4660,209,5,4
660,41,8.369731526582227e-05,357,13,0.1488565837139637,9,0.9338842975206612,0.1488565837139637,0.36,15,135,112,95,12,315,1021,54,31,2129,328,11,4
1384,41,4.918029675614109e-05,580,13,0.13914903139314105,6,0.9586776859504132,0.13914903139314105,0.28,12,214,454,180,13,882,1091,24,38,3240,324,8,4
1499,61,7.288255549287648e-05,769,13,0.1566387996741258,6,0.9752066115702479,0.1566387996741258,0.28,28,223,254,48,8,428,280,22,7,2035,734,3,4
1615,191,9.621786316453592e-05,394,13,0.14523044109695107,9,0.9752066115702479,0.14523044109695107,0.32,34,246,461,99,5,34,2163,22,775,5231,1388,4,4
1375,41,5.540595429604002e-05,489,13,0.16201572861508146,6,0.9504132231404959,0.16201572861508146,0.3,12,215,581,146,14,222,1481,45,18,3025,288,3,4
1632,203,9.984606615462455e-05,498,13,0.16284299813207037,6,0.9338842975206612,0.16284299813207037,0.36,35,249,472,102,3,26,2998,23,545,6203,1747,3,4
586,37,8.085760450496441e-05,640,13,0.14704839214730525,6,0.9586776859504132,0.14704839214730525,0.18,16,176,613,146,17,158,701,13,16,2107,230,21,4
1644,207,9.614493642676643e-05,505,13,0.16165946771066209,6,0.9586776859504132,0.16165946771066209,0.26,36,249,495,100,3,30,2024,22,730,5298,1606,3,4
541,35,7.682886134811016e-05,539,13,0.1573508571643452,6,0.9256198347107438,0.1573508571643452,0.32,8,210,522,84,19,500,1519,33,18,3788,870,5,4
1606,221,9.883156525709714e-05,393,13,0.14435536659521694,9,0.9669421487603306,0.14435536659521694,0.2,36,232,461,97,5,36,2105,23,848,4855,1008,4,4
1721,196,9.697658068249548e-05,556,13,0.14312026717243648,6,0.9586776859504132,0.14312026717243648,0.32,46,221,390,90,3,27,2821,16,508,6591,2466,3,4
736,59,7.01826737652066e-05,864,13,0.13565214156857583,10,0.9504132231404959,0.13565214156857583,0.26,29,227,5,42,6,1069,223,18,5,2430,801,5,4
578,41,9.615985437727868e-05,585,13,0.1416047975672818,6,0.9256198347107438,0.1416047975672818,0.32,12,211,445,188,12,697,1107,24,44,3162,419,3,4
551,32,6.944612007571953e-05,369,13,0.11820608717430572,6,0.9669421487603306,0.11820608717430572,0.24,8,130,255,74,8,492,4230,21,23,6126,879,6,4
1349,35,8.537131112241794e-05,448,13,0.1293802774957138,10,0.9504132231404959,0.1293802774957138,0.36,10,180,410,81,20,351,2577,35,14,4155,473,4,4
605,46,5.330777221286782e-05,416,13,0.14389494368410838,6,0.9008264462809917,0.14389494368410838,0.28,14,143,579,132,25,214,1774,64,54,3220,205,16,4
569,41,9.987551833620358e-05,509,13,0.14240044807705063,6,0.9669421487603306,0.14240044807705063,0.34,13,216,544,202,14,270,1375,26,52,3030,307,11,4
742,53,2.5838664093292925e-06,938,13,0.1199119332848798,6,0.9173553719008265,0.1199119332848798,0.3,27,201,271,62,4,692,346,14,7,3355,1729,2,8
1493,60,7.431367169293012e-05,742,13,0.15292787236371852,10,0.9752066115702479,0.15292787236371852,0.32,29,218,286,57,7,363,265,21,6,1901,645,4,4
693,57,8.916335498542899e-05,489,13,0.12466781972598504,6,0.9504132231404959,0.12466781972598504,0.3,23,221,317,61,7,274,2080,27,12,3532,506,4,4
1503,61,7.288255549287648e-05,769,13,0.1543315407119819,10,0.9586776859504132,0.1543315407119819,0.3,28,223,254,48,8,428,280,22,7,2035,734,3,4
732,59,7.01826737652066e-05,864,13,0.13464519084176854,6,0.9669421487603306,0.13464519084176854,0.36,29,227,5,42,6,1069,223,18,5,2430,801,5,4
530,34,8.639347989033767e-05,446,13,0.1526175698935117,6,0.9504132231404959,0.1526175698935117,0.3,14,178,400,261,10,322,1436,55,13,3316,623,4,4
771,56,7.921594464584838e-05,456,13,0.1268350248681494,10,0.9586776859504132,0.1268350248681494,0.42,24,73,415,31,7,342,3446,47,13,5037,635,4,4
726,70,7.078757099163636e-05,855,13,0.13976624654472788,10,0.9338842975206612,0.13976624654472788,0.24,30,225,207,50,6,569,306,20,5,2410,989,3,4
1626,204,9.912338803207757e-05,490,13,0.14051472178413166,10,0.9669421487603306,0.14051472178413166,0.36,36,230,456,98,3,29,2259,22,4,4804,1664,3,4
712,70,7.097210111105902e-05,833,13,0.1363873544147512,6,0.9586776859504132,0.1363873544147512,0.32,29,224,382,44,8,640,206,20,6,2117,555,3,4
1725,196,9.697658068249548e-05,556,13,0.1491639630470826,10,0.9669421487603306,0.1491639630470826,0.38,46,221,390,90,3,27,2821,16,508,6591,2466,3,4
702,60,7.624515397017785e-05,754,13,0.14116369094803746,6,0.9586776859504132,0.14116369094803746,0.18,26,187,295,57,5,378,2852,43,11,4558,700,4,4
1369,32,7.02780867881485e-05,355,13,0.12702515457247002,10,0.9586776859504132,0.12702515457247002,0.34,20,144,248,293,27,474,3970,84,6,6303,1029,8,4
1715,209,9.973985461733564e-05,559,13,0.13629068901214417,10,0.9752066115702479,0.13629068901214417,0.42,45,250,384,104,3,31,2077,18,761,5895,2219,3,4
1695,194,9.997942088473711e-05,539,13,0.14627692370657772,10,0.9669421487603306,0.14627692370657772,0.32,42,249,496,99,3,30,2176,22,757,6082,2205,3,4
706,60,7.624515397017785e-05,754,13,0.14481915267532114,10,0.9421487603305785,0.14481915267532114,0.28,26,187,295,57,5,378,2852,43,11,4558,700,4,4
1359,35,8.333568030600687e-05,434,13,0.1413021403946075,10,0.9504132231404959,0.1413021403946075,0.34,10,187,412,86,21,368,1678,32,13,3342,531,4,4
1513,67,6.780058316125952e-05,809,13,0.12990469041056002,10,0.9669421487603306,0.12990469041056002,0.3,32,223,261,46,6,516,231,21,5,2485,1141,3,4
722,70,7.078757099163636e-05,855,13,0.15210721448682268,6,0.9504132231404959,0.15210721448682268,0.36,30,225,207,50,6,569,306,20,5,2410,989,3,4
1705,187,9.952678913370452e-05,535,13,0.15246863014868564,10,0.9504132231404959,0.15246863014868564,0.32,45,250,467,102,3,31,2121,23,772,5997,2180,3,4
1675,201,9.980101971111097e-05,558,13,0.13823455329159098,10,0.9504132231404959,0.13823455329159098,0.38,35,229,470,98,3,33,2123,22,692,5827,2119,3,4
1483,56,8.666105784723726e-05,697,13,0.1401787229198006,10,0.9256198347107438,0.1401787229198006,0.3,24,188,332,66,9,289,399,37,12,1848,488,4,4
745,53,2.5838664093292925e-06,938,13,0.11457942927218462,9,0.9338842975206612,0.11457942927218462,0.28,27,201,271,62,4,692,346,14,7,3355,1729,2,8
638,38,4.372060139923565e-05,383,13,0.13854398689225494,6,0.9586776859504132,0.13854398689225494,0.26,13,154,122,116,13,296,2365,59,11,3459,293,17,4
595,38,7.879469532728955e-05,463,13,0.1287158307766585,6,0.9504132231404959,0.1287158307766585,0.4,17,153,614,141,8,314,3157,13,29,4660,209,5,4
661,41,8.369731526582227e-05,357,13,0.14075863158262036,10,0.9338842975206612,0.14075863158262036,0.26,15,135,112,95,12,315,1021,54,31,2129,328,11,4
629,45,6.370645247688057e-05,455,13,0.11800636928759746,6,0.9173553719008265,0.11800636928759746,0.24,16,90,490,210,20,543,607,17,24,2184,135,32,4
1616,191,9.621786316453592e-05,394,13,0.13109003650598172,10,0.9752066115702479,0.13109003650598172,0.34,34,246,461,99,5,34,2163,22,775,5231,1388,4,4
1523,59,3.085961903907262e-06,846,13,0.12383690346488721,10,0.9586776859504132,0.12383690346488721,0.36,29,250,227,40,7,839,347,17,4,2569,804,5,4
1561,70,7.832784221585855e-05,460,13,0.12861706890260866,10,0.9669421487603306,0.12861706890260866,0.26,33,178,432,69,5,344,3586,23,13,5290,603,4,4
545,35,7.682886134811016e-05,539,13,0.1399358561593991,10,0.9421487603305785,0.1399358561593991,0.38,8,210,522,84,19,500,1519,33,18,3788,870,5,4
621,53,4.92332020628063e-05,440,13,0.13105096649542927,6,0.9090909090909091,0.13105096649542927,0.24,18,109,199,138,27,162,1746,41,74,2873,346,13,4
647,37,3.30736550117707e-05,378,13,0.12305121289699611,6,0.9256198347107438,0.12305121289699611,0.32,11,10,344,167,14,393,1349,93,10,2860,460,9,4
767,56,7.921594464584838e-05,456,13,0.1228601458553663,6,0.9504132231404959,0.1228601458553663,0.36,24,73,415,31,7,342,3446,47,13,5037,635,4,4
561,42,9.994224272165027e-05,578,13,0.13552691293710206,6,0.9256198347107438,0.13552691293710206,0.34,12,216,553,177,14,252,1437,26,7,2980,278,8,4
657,41,8.369731526582227e-05,357,13,0.14017331613049852,6,0.9090909090909091,0.14017331613049852,0.28,15,135,112,95,12,315,1021,54,31,2129,328,11,4
651,37,3.30736550117707e-05,378,13,0.1245351923965519,10,0.9008264462809917,0.1245351923965519,0.34,11,10,344,167,14,393,1349,93,10,2860,460,9,4
759,63,4.64101235340978e-05,663,13,0.12924261450520771,6,0.9338842975206612,0.12924261450520771,0.32,19,49,349,82,8,203,485,36,16,1643,390,6,4
555,32,6.944612007571953e-05,369,13,0.10639793970631167,10,0.9504132231404959,0.10639793970631167,0.28,8,130,255,74,8,492,4230,21,23,6126,879,6,4
1636,203,9.984606615462455e-05,498,13,0.1198647431775053,10,0.9669421487603306,0.1198647431775053,0.32,35,249,472,102,3,26,2998,23,545,6203,1747,3,4
751,51,6.072154149832859e-05,734,13,0.126520742826064,6,0.9669421487603306,0.126520742826064,0.32,40,3,129,55,11,290,470,30,10,1584,543,3,4
613,45,5.298229402430628e-05,423,13,0.13629789047452373,6,0.9008264462809917,0.13629789047452373,0.26,14,142,546,131,19,214,1718,15,54,3059,191,15,4
1754,208,9.623493657091402e-05,584,13,0.14914689319265942,10,0.9752066115702479,0.14914689319265942,0.24,46,223,385,88,3,23,2622,16,494,6988,3085,3,4
1551,62,8.893041922678786e-05,900,13,0.1351970213802992,10,0.9586776859504132,0.1351970213802992,0.24,20,78,350,73,7,211,139,49,16,1237,288,6,4
667,34,5.8020896307551945e-05,424,13,0.13763562491899817,6,0.9173553719008265,0.13763562491899817,0.26,16,164,578,93,16,70,4100,72,22,5385,238,16,4
632,45,6.370645247688057e-05,455,13,0.12646465814343735,9,0.9008264462809917,0.12646465814343735,0.32,16,90,490,210,20,543,607,17,24,2184,135,32,4
1685,188,9.942247705954157e-05,558,13,0.1503077605028795,10,0.9586776859504132,0.1503077605028795,0.24,41,249,459,99,3,33,2292,24,705,6066,2158,3,4
1568,71,7.26722150724009e-05,391,13,0.14922336840390782,7,0.9504132231404959,0.14922336840390782,0.32,34,220,475,101,6,48,2159,23,9,3997,917,5,4
1482,56,8.666105784723726e-05,697,13,0.13470801084879236,9,0.9586776859504132,0.13470801084879236,0.24,24,188,332,66,9,289,399,37,12,1848,488,4,4
1521,59,3.085961903907262e-06,846,13,0.11930522889839051,8,0.9504132231404959,0.11930522889839051,0.3,29,250,227,40,7,839,347,17,4,2569,804,5,4
734,59,7.01826737652066e-05,864,13,0.1318841983928006,8,0.9504132231404959,0.1318841983928006,0.32,29,227,5,42,6,1069,223,18,5,2430,801,5,4
1664,216,9.662268258576261e-05,506,13,0.14920414245046656,8,0.9752066115702479,0.14920414245046656,0.32,37,247,478,103,3,28,2035,24,711,5344,1675,3,4
1511,67,6.780058316125952e-05,809,13,0.15200655732950097,8,0.9586776859504132,0.15200655732950097,0.24,32,223,261,46,6,516,231,21,5,2485,1141,3,4
744,53,2.5838664093292925e-06,938,13,0.12334206887076125,8,0.9173553719008265,0.12334206887076125,0.24,27,201,271,62,4,692,346,14,7,3355,1729,2,8
753,51,6.072154149832859e-05,734,13,0.12091506177510537,8,0.9586776859504132,0.12091506177510537,0.34,40,3,129,55,11,290,470,30,10,1584,543,3,4
1308,47,5.977113656535118e-05,404,13,0.13905468679777291,7,0.8677685950413223,0.13905468679777291,0.22,14,204,556,155,22,224,3935,59,9,5346,158,10,4
1501,61,7.288255549287648e-05,769,13,0.1500329927204663,8,0.9586776859504132,0.1500329927204663,0.36,28,223,254,48,8,428,280,22,7,2035,734,3,4
1403,45,8.189979578469035e-05,555,13,0.12634315633101553,7,0.8512396694214877,0.12634315633101553,0.24,14,183,559,134,16,364,3115,11,17,4647,214,20,4
1393,37,9.980233307597712e-05,467,13,0.1118483033809794,7,0.9421487603305785,0.1118483033809794,0.2,7,150,638,403,7,280,7051,13,34,9028,442,3,4
1723,196,9.697658068249548e-05,556,13,0.153368972611738,8,0.9752066115702479,0.153368972611738,0.38,46,221,390,90,3,27,2821,16,508,6591,2466,3,4
1386,41,4.918029675614109e-05,580,13,0.14651424311773564,8,0.9669421487603306,0.14651424311773564,0.22,12,214,454,180,13,882,1091,24,38,3240,324,8,4
1702,187,9.952678913370452e-05,535,13,0.14389741139993023,7,0.9752066115702479,0.14389741139993023,0.34,45,250,467,102,3,31,2121,23,772,5997,2180,3,4
1394,37,9.980233307597712e-05,467,13,0.12376245710266978,8,0.9090909090909091,0.12376245710266978,0.3,7,150,638,403,7,280,7051,13,34,9028,442,3,4
1624,204,9.912338803207757e-05,490,13,0.14819509555831303,8,0.9752066115702479,0.14819509555831303,0.26,36,230,456,98,3,29,2259,22,4,4804,1664,3,4
