,r,lr,lora_alpha,model_size,score,epoch,multi,gen,mmlu,Abstract (target),Introduction (target),Introduction-multi (target),Conclusion (target),Abstract (irrelevant 1),Introduction (irrelevant 1),Introduction-multi (irrelevant 1),Conclusion (irrelevant 1),Introduction (irrelevant 2),Total texts,Total instructions,MMLU,LoRA layers
1062,42,9.626432387618333e-05,390,7,0.1330056390569709,3,0.9421487603305785,0.1330056390569709,0.16,12,214,472,187,38,759,1169,30,18,3202,290,13,4
853,51,5.197044738916898e-05,409,7,0.12271664224054508,3,0.9256198347107438,0.12271664224054508,0.3,15,111,407,134,18,170,1793,43,53,3094,336,14,4
1067,42,9.626432387618333e-05,390,7,0.13373910931659247,8,0.9338842975206612,0.13373910931659247,0.3,12,214,472,187,38,759,1169,30,18,3202,290,13,4
1048,38,7.577915077460234e-05,535,7,0.12065612166289258,8,0.9504132231404959,0.12065612166289258,0.28,8,208,435,101,20,431,4093,84,23,6270,861,6,4
1033,36,9.716568231000396e-05,551,7,0.1294005656931038,3,0.9173553719008265,0.1294005656931038,0.22,16,203,518,86,23,278,1843,39,19,3571,541,5,4
843,46,5.439465101489791e-05,416,7,0.1329066517243898,3,0.8842975206611571,0.1329066517243898,0.26,14,138,541,123,10,218,1927,17,27,3228,197,16,4
1079,37,7.880821717619036e-05,622,7,0.13095034961030597,3,0.9090909090909091,0.13095034961030597,0.28,16,159,616,337,8,173,791,19,30,2413,259,5,4
1043,38,7.577915077460234e-05,535,7,0.12646749577446853,3,0.9338842975206612,0.12646749577446853,0.24,8,208,435,101,20,431,4093,84,23,6270,861,6,4
1177,56,8.70580315478555e-05,478,7,0.1370494699269602,8,0.9338842975206612,0.1370494699269602,0.44,21,198,377,143,7,242,2184,36,14,3574,346,6,4
125,32,1.0808243571215033e-07,643,7,0.11503551190898517,8,0.71900826446281,0.11503551190898517,0.32,2,54,161,2,15,1,2,8,2,251,2,2,8
885,41,3.4326586337998305e-05,502,7,0.13382698788139452,3,0.8760330578512396,0.13382698788139452,0.34,9,133,99,170,13,299,1219,31,31,2322,307,11,4
1162,32,4.79051687511362e-05,410,7,0.13270533288664857,8,0.9173553719008265,0.13270533288664857,0.3,16,150,443,74,9,210,821,159,10,2561,664,5,4
1259,56,7.74092749291017e-05,455,7,0.13437098459284086,8,0.9008264462809917,0.13437098459284086,0.34,18,248,406,70,7,372,3621,50,16,5472,660,4,4
861,51,6.50865918329717e-05,440,7,0.13011236575584817,3,0.7851239669421488,0.13011236575584817,0.18,19,98,203,215,24,144,591,15,26,1491,144,12,4
1154,48,7.294924154582415e-05,338,7,0.12978687890057802,8,0.9256198347107438,0.12978687890057802,0.32,15,169,654,91,16,130,1020,55,21,2421,235,15,4
1230,52,5.805118170043198e-05,631,7,0.1387045625084973,3,0.9008264462809917,0.1387045625084973,0.28,38,200,181,62,11,408,340,28,11,1797,515,3,4
1210,71,6.808945637686546e-05,808,7,0.13912610509429532,3,0.9504132231404959,0.13912610509429532,0.22,30,249,222,37,6,954,241,26,5,2212,436,6,4
1024,40,8.786813714406293e-05,449,7,0.12344054900202096,3,0.8925619834710744,0.12344054900202096,0.24,10,178,377,260,10,405,2491,55,13,4357,554,4,4
1149,48,7.294924154582415e-05,338,7,0.13730943837180914,3,0.9008264462809917,0.13730943837180914,0.32,15,169,654,91,16,130,1020,55,21,2421,235,15,4
878,37,4.18898897441464e-05,381,7,0.11530610552625077,3,0.9173553719008265,0.11530610552625077,0.16,11,23,673,122,32,415,5487,70,14,7321,456,18,4
1070,38,9.709727427391945e-05,491,7,0.14058698599333966,3,0.9669421487603306,0.14058698599333966,0.18,7,218,476,215,17,259,1495,46,46,3199,417,3,4
895,48,5.5779649416257474e-05,339,7,0.1452246631024294,3,0.9090909090909091,0.1452246631024294,0.2,15,167,591,89,10,316,1038,53,21,2583,240,43,4
195,68,2.524949082364843e-05,568,7,0.12432534210294141,4,0.8016528925619835,0.12432534210294141,0.2,21,234,561,208,53,198,1667,41,6,3055,54,12,4
1015,160,7.763387325885312e-05,470,7,0.13851089607531528,3,0.9256198347107438,0.13851089607531528,0.36,23,248,430,34,5,339,3752,23,13,5494,623,4,4
1093,34,7.744986278961996e-05,532,7,0.12598277974276145,8,0.8677685950413223,0.12598277974276145,0.24,17,181,615,159,6,317,3187,11,17,4777,246,21,4
945,62,9.949379408647471e-05,775,7,0.12630098906641712,7,0.9256198347107438,0.12630098906641712,0.34,26,227,380,57,8,373,2725,20,8,4388,560,4,4
1083,37,7.880821717619036e-05,622,7,0.13667836220549523,7,0.9338842975206612,0.13667836220549523,0.18,16,159,616,337,8,173,791,19,30,2413,259,5,4
310,44,7.817284911459042e-05,360,7,0.13488864504677275,3,0.9173553719008265,0.13488864504677275,0.28,11,223,400,58,23,50,525,70,1,1656,280,15,4
313,39,5.3627851228064524e-05,506,7,0.13670217768419302,3,0.7851239669421488,0.13670217768419302,0.3,18,242,646,115,117,148,3241,63,3,4659,57,9,4
169,143,2.2625086764488468e-05,945,7,0.10445794739917055,3,0.6611570247933884,0.10445794739917055,0.28,66,241,550,122,13,257,658,20,17,1960,5,11,4
1224,59,1.4336478180890398e-05,875,7,0.11719969850017854,7,0.9421487603305785,0.11719969850017854,0.28,28,208,269,76,8,692,180,19,7,2347,858,2,8
1047,38,7.577915077460234e-05,535,7,0.1237566357739295,7,0.9256198347107438,0.1237566357739295,0.36,8,208,435,101,20,431,4093,84,23,6270,861,6,4
450,37,8.666639562167691e-05,322,7,0.13038403110620866,3,0.9173553719008265,0.13038403110620866,0.32,12,139,455,121,103,121,5268,117,7,6636,279,14,4
1074,38,9.709727427391945e-05,491,7,0.1361882074354079,7,0.9752066115702479,0.1361882074354079,0.28,7,218,476,215,17,259,1495,46,46,3199,417,3,4
935,56,7.696062789946056e-05,595,7,0.13929785855286753,7,0.9173553719008265,0.13929785855286753,0.3,25,180,300,61,5,171,438,42,11,1930,695,2,4
179,49,1.0234353228435351e-05,487,7,0.12070950055855886,3,0.7355371900826446,0.12070950055855886,0.36,7,64,354,80,9,693,259,2,15,1497,9,5,4
103,32,1.2134333132351766e-07,180,7,0.11737906574265694,3,0.7520661157024794,0.11737906574265694,0.32,4,248,737,2,22,1,2,2,2,1024,2,2,8
358,44,9.502610824904092e-05,340,7,0.14151299866173647,3,0.8925619834710744,0.14151299866173647,0.22,13,250,667,112,72,73,4590,72,1,6029,161,18,4
217,50,2.175508880296903e-05,470,7,0.11368127776112388,7,0.6776859504132231,0.11368127776112388,0.3,27,189,317,137,30,390,1610,11,23,2790,11,45,4
194,68,2.524949082364843e-05,568,7,0.1262525669659531,3,0.8016528925619835,0.1262525669659531,0.24,21,234,561,208,53,198,1667,41,6,3055,54,12,4
1244,76,4.539328164869687e-05,1022,7,0.141019438782603,7,0.8925619834710744,0.141019438782603,0.28,23,164,194,53,13,171,453,33,15,1584,388,77,4
364,46,9.342648673258675e-05,336,7,0.1352290870611491,3,0.859504132231405,0.1352290870611491,0.24,13,193,651,111,71,69,5373,77,1,6726,153,14,4
487,54,3.807154692448701e-05,759,7,0.12408518940977688,3,0.7024793388429752,0.12408518940977688,0.38,30,110,489,241,4,76,68,4,3,1044,15,4,4
189,63,2.4846160972809164e-05,558,7,0.13649931447659727,3,0.768595041322314,0.13649931447659727,0.26,25,218,735,166,63,155,1169,39,5,2623,43,5,4
377,57,9.982479417884988e-05,378,7,0.1143074831329974,3,0.8512396694214877,0.1143074831329974,0.34,15,113,526,219,30,56,4769,81,231,6166,109,17,4
186,62,2.231757602322079e-05,576,7,0.14525225978209705,3,0.71900826446281,0.14525225978209705,0.32,12,243,739,144,19,164,1443,36,6,2856,47,3,4
493,52,2.1662346160865584e-05,829,7,0.1166556495492846,3,0.743801652892562,0.1166556495492846,0.26,27,184,513,169,3,724,210,3,69763,71674,75,3,4
1092,34,7.744986278961996e-05,532,7,0.13732180621205262,7,0.9008264462809917,0.13732180621205262,0.14,17,181,615,159,6,317,3187,11,17,4777,246,21,4
1195,60,8.776183539159358e-05,592,7,0.1219366731422498,7,0.8925619834710744,0.1219366731422498,0.22,28,190,295,57,8,365,2722,20,7,4318,622,4,4
409,43,6.205090261800283e-05,318,7,0.13232961865897058,7,0.8842975206611571,0.13232961865897058,0.44,12,161,545,191,33,203,2081,71,11,3546,228,10,4
353,38,7.161699637716097e-05,356,7,0.13946033420453377,3,0.859504132231405,0.13946033420453377,0.26,13,245,745,112,55,67,4761,67,1,6192,107,19,4
340,43,3.716378894652637e-05,477,7,0.1359887665929995,3,0.7355371900826446,0.1359887665929995,0.24,17,199,506,47,143,140,1319,13,2,2481,85,10,4
472,89,1.1597731069201665e-07,364,7,0.11689524328163174,3,0.7603305785123967,0.11689524328163174,0.34,2,241,252,20,4,1,1,1,2,675,148,3,4
199,62,5.414455776083498e-05,600,7,0.14083179692207917,3,0.7933884297520661,0.14083179692207917,0.32,30,196,748,166,150,133,3252,69,29,4862,84,5,4
210,37,1.5309346215137748e-05,877,7,0.12344778390056695,3,0.8842975206611571,0.12344778390056695,0.3,40,95,620,73,21,532,565,96,11,2279,216,10,4
908,55,5.7353334466313794e-05,415,7,0.12595159793508112,8,0.8677685950413223,0.12595159793508112,0.26,16,148,435,73,9,193,825,158,22,2091,207,5,4
456,43,6.133030146624511e-05,387,7,0.12733527952325643,3,0.9173553719008265,0.12733527952325643,0.3,14,162,304,86,36,61,2183,69,9,3105,174,7,4
306,54,6.166230593002324e-05,434,7,0.12165855021192169,3,0.8264462809917356,0.12165855021192169,0.2,15,166,498,100,33,29,1804,106,2,2899,126,20,4
1240,76,4.539328164869687e-05,1022,7,0.1329633978971836,3,0.9669421487603306,0.1329633978971836,0.34,23,164,194,53,13,171,453,33,15,1584,388,77,4
1191,60,8.776183539159358e-05,592,7,0.12223883913775824,3,0.9504132231404959,0.12223883913775824,0.36,28,190,295,57,8,365,2722,20,7,4318,622,4,4
1105,39,5.3473347783857974e-05,414,7,0.12665330213260823,3,0.8677685950413223,0.12665330213260823,0.28,14,132,30,139,25,196,1827,40,64,2680,196,17,4
1005,65,8.701828607706614e-05,195,7,0.13550928177099159,3,0.9338842975206612,0.13550928177099159,0.22,19,174,428,70,7,344,270,48,6,2039,669,4,4
921,65,8.784132826724158e-05,663,7,0.14282465058533175,3,0.9421487603305785,0.14282465058533175,0.2,22,221,321,65,7,258,450,30,14,1928,536,4,4
1084,37,7.880821717619036e-05,622,7,0.1302537506809945,8,0.9090909090909091,0.1302537506809945,0.28,16,159,616,337,8,173,791,19,30,2413,259,5,4
827,40,9.672222420464882e-05,466,7,0.12749425941345674,3,0.8925619834710744,0.12749425941345674,0.26,16,218,475,359,9,304,8228,24,37,10097,424,3,4
1166,43,7.085405845596131e-05,304,7,0.13886793154216856,3,0.9090909090909091,0.13886793154216856,0.36,13,197,489,115,43,443,1569,81,8,3345,380,7,4
997,73,8.957762658668987e-05,656,7,0.13218040411449136,3,0.9338842975206612,0.13218040411449136,0.24,21,161,354,50,14,183,497,33,16,1714,379,6,4
1254,56,7.74092749291017e-05,455,7,0.1215877141136191,3,0.9173553719008265,0.1215877141136191,0.28,18,248,406,70,7,372,3621,50,16,5472,660,4,4
1102,45,5.5587270381092984e-05,422,7,0.12806598585643528,8,0.9008264462809917,0.12806598585643528,0.16,14,153,521,130,25,208,1572,38,26,3014,313,14,4
988,52,6.114681452933229e-05,747,7,0.12173778149391636,3,0.9090909090909091,0.12173778149391636,0.34,39,1,185,60,11,409,160,28,11,1494,528,62,4
1139,41,8.472449108098993e-05,365,7,0.11303306255324497,3,0.8842975206611571,0.11303306255324497,0.3,9,131,171,165,11,333,1338,32,33,2696,464,9,4
979,59,7.642817609883203e-05,684,7,0.13749593877989796,3,0.9421487603305785,0.13749593877989796,0.12,28,206,268,75,4,652,366,12,8,2413,792,2,4
444,45,3.8716750346660416e-05,321,7,0.133307590265406,3,0.8016528925619835,0.133307590265406,0.22,14,248,647,131,56,105,4166,115,3,5660,168,7,4
393,46,3.910390738442447e-05,420,7,0.12626608066040135,3,0.8429752066115702,0.12626608066040135,0.26,13,215,641,114,52,84,3584,140,3,4917,60,11,4
322,40,7.919189081880842e-05,373,7,0.13432719908606258,3,0.9256198347107438,0.13432719908606258,0.2,12,234,569,119,46,94,4079,92,2,5995,732,16,4
1110,39,5.3473347783857974e-05,414,7,0.13493564795942292,8,0.9008264462809917,0.13493564795942292,0.22,14,132,30,139,25,196,1827,40,64,2680,196,17,4
327,33,5.2679479361042805e-05,297,7,0.12352845215193918,3,0.8347107438016529,0.12352845215193918,0.24,23,247,364,43,119,37,1206,26,2,2183,91,25,4
207,61,5.075354287897378e-05,674,7,0.12429512444676892,3,0.8347107438016529,0.12429512444676892,0.22,13,248,207,49,174,303,7490,19,11,8667,133,20,4
1075,38,9.709727427391945e-05,491,7,0.13474780291106978,8,0.9338842975206612,0.13474780291106978,0.26,7,218,476,215,17,259,1495,46,46,3199,417,3,4
465,32,2.918716937456647e-05,615,7,0.0016692998450099847,3,0.23140495867768596,0.0016692998450099847,0.18,13,48,158,2,7,1,1,11,67388,67633,2,2,8
172,61,3.638401032794445e-05,1010,7,0.06080746111094197,3,0.6859504132231405,0.06080746111094197,0.28,8,192,591,500,3,7163,1,1,74,8563,3,27,4
203,75,5.379757322127252e-05,457,7,0.12469766479234572,3,0.768595041322314,0.12469766479234572,0.26,15,153,347,91,114,130,3984,173,29,5122,84,2,4
334,38,8.423522936524886e-05,292,7,0.12007098946468772,3,0.8347107438016529,0.12007098946468772,0.22,22,245,226,32,264,34,3229,28,4,4214,107,23,4
462,38,1.1130269009705853e-06,262,7,0.11682282686630167,3,0.743801652892562,0.11682282686630167,0.28,1,121,490,9,2,3,3,2,6,671,25,9,4
426,57,6.880576287793598e-05,392,7,0.12336095792222443,3,0.7520661157024794,0.12336095792222443,0.3,8,186,522,219,77,2,11301,110,3,12548,108,12,4
318,36,4.46302529474513e-05,513,7,0.1280786140840967,3,0.8016528925619835,0.1280786140840967,0.3,18,204,729,88,228,65,3268,23,3,4756,121,9,4
213,50,2.175508880296903e-05,470,7,0.10740419031079937,3,0.7355371900826446,0.10740419031079937,0.34,27,189,317,137,30,390,1610,11,23,2790,11,45,4
371,42,7.435523156465573e-05,347,7,0.07688055649526437,3,0.6115702479338843,0.07688055649526437,0.22,10,160,482,141,59,280,11166,205,1,12522,1,17,4
331,33,5.498625047601578e-05,298,7,0.0,2,0.2396694214876033,0.0,0.24,9,133,274,45,123,38,1424,129,3,2267,64,25,8
345,32,5.719736560902403e-05,324,7,0.13702354533352828,4,0.8677685950413223,0.13702354533352828,0.34,14,172,372,77,97,14,482,19,4,1439,151,37,4
942,62,9.949379408647471e-05,775,7,0.12171128072218168,4,0.9669421487603306,0.12171128072218168,0.34,26,227,380,57,8,373,2725,20,8,4388,560,4,4
982,59,7.642817609883203e-05,684,7,0.14149101282757243,6,0.9256198347107438,0.14149101282757243,0.24,28,206,268,75,4,652,366,12,8,2413,792,2,4
811,32,7.147205330870883e-05,536,7,0.1244722964481668,6,0.9586776859504132,0.1244722964481668,0.24,21,120,563,76,15,252,4018,22,23,6030,909,11,4
374,42,7.435523156465573e-05,347,7,0.05411252245123402,6,0.6611570247933884,0.05411252245123402,0.14,10,160,482,141,59,280,11166,205,1,12522,1,17,4
380,57,9.982479417884988e-05,378,7,0.1138860342142669,6,0.8512396694214877,0.1138860342142669,0.16,15,113,526,219,30,56,4769,81,231,6166,109,17,4
478,90,4.331658619922374e-06,403,7,0.12179752464213063,6,0.768595041322314,0.12179752464213063,0.36,4,85,721,31,8,30,15,1,2,1023,125,1,4
453,37,8.666639562167691e-05,322,7,0.11862282418100406,6,0.9421487603305785,0.11862282418100406,0.32,12,139,455,121,103,121,5268,117,7,6636,279,14,4
821,42,5.978128654869109e-05,480,7,0.1318749484899441,6,0.8842975206611571,0.1318749484899441,0.18,13,206,539,193,12,244,1347,47,38,2952,303,10,4
972,72,7.08673955426682e-05,844,7,0.12406975941962209,6,0.9421487603305785,0.12406975941962209,0.44,30,224,227,40,8,735,183,18,4,2277,803,5,4
387,53,7.38751240809784e-05,273,7,0.1152829519088791,6,0.6942148760330579,0.1152829519088791,0.26,11,188,750,144,76,177,9165,60,8,10658,46,33,4
447,45,3.8716750346660416e-05,321,7,0.13860930369020766,6,0.859504132231405,0.13860930369020766,0.26,14,248,647,131,56,105,4166,115,3,5660,168,7,4
441,39,8.246599955238309e-05,439,7,0.144194286680521,6,0.8677685950413223,0.144194286680521,0.26,13,245,656,147,45,82,3461,63,4,4908,182,10,4
830,40,9.672222420464882e-05,466,7,0.1145908541418345,6,0.9586776859504132,0.1145908541418345,0.28,16,218,475,359,9,304,8228,24,37,10097,424,3,4
963,67,6.856771710026436e-05,790,7,0.14991620653474344,6,0.9421487603305785,0.14991620653474344,0.24,33,232,69,51,5,501,271,24,5,1640,446,3,4
429,57,6.880576287793598e-05,392,7,0.10436501850191761,6,0.8429752066115702,0.10436501850191761,0.26,8,186,522,219,77,2,11301,110,3,12548,108,12,4
839,34,7.999783655742072e-05,526,7,0.12545210741678348,6,0.8842975206611571,0.12545210741678348,0.18,9,176,629,151,6,114,3109,62,18,4527,232,21,4
1091,34,7.744986278961996e-05,532,7,0.12751339711039872,6,0.9173553719008265,0.12751339711039872,0.2,17,181,615,159,6,317,3187,11,17,4777,246,21,4
953,64,6.202151833431082e-06,724,7,0.11341804222290204,6,0.9504132231404959,0.11341804222290204,0.14,34,227,388,47,11,603,295,25,6,2681,1042,3,4
856,51,5.197044738916898e-05,409,7,0.12136348149299886,6,0.9586776859504132,0.12136348149299886,0.34,15,111,407,134,18,170,1793,43,53,3094,336,14,4
944,62,9.949379408647471e-05,775,7,0.13650590411550056,6,0.9090909090909091,0.13650590411550056,0.36,26,227,380,57,8,373,2725,20,8,4388,560,4,4
396,46,3.910390738442447e-05,420,7,0.12629695670687316,6,0.8099173553719008,0.12629695670687316,0.36,13,215,641,114,52,84,3584,140,3,4917,60,11,4
864,51,6.50865918329717e-05,440,7,0.13094203957730843,6,0.8181818181818182,0.13094203957730843,0.28,19,98,203,215,24,144,591,15,26,1491,144,12,4
402,36,8.501282253130543e-05,242,7,0.11905956620664426,6,0.8842975206611571,0.11905956620664426,0.24,20,144,444,125,100,25,5283,97,4,6444,189,13,4
934,56,7.696062789946056e-05,595,7,0.13503612095376266,6,0.9338842975206612,0.13503612095376266,0.32,25,180,300,61,5,171,438,42,11,1930,695,2,4
408,43,6.205090261800283e-05,318,7,0.1373460307118437,6,0.9338842975206612,0.1373460307118437,0.32,12,161,545,191,33,203,2081,71,11,3546,228,10,4
872,45,6.432081051153156e-05,479,7,0.12822589520878896,6,0.9256198347107438,0.12822589520878896,0.14,13,159,507,104,20,236,2441,58,52,4252,634,28,4
428,57,6.880576287793598e-05,392,7,0.12438613953169803,5,0.7851239669421488,0.12438613953169803,0.28,8,186,522,219,77,2,11301,110,3,12548,108,12,4
355,38,7.161699637716097e-05,356,7,0.12410166097438764,5,0.8099173553719008,0.12410166097438764,0.26,13,245,745,112,55,67,4761,67,1,6192,107,19,4
350,52,6.924590120232193e-05,340,7,0.11847691962216725,5,0.859504132231405,0.11847691962216725,0.24,16,244,640,113,78,80,5644,76,2,7014,104,17,4
846,46,5.439465101489791e-05,416,7,0.12414655066071861,6,0.8512396694214877,0.12414655066071861,0.18,14,138,541,123,10,218,1927,17,27,3228,197,16,4
1046,38,7.577915077460234e-05,535,7,0.121086412003634,6,0.9421487603305785,0.121086412003634,0.34,8,208,435,101,20,431,4093,84,23,6270,861,6,4
419,76,1.275676526834512e-07,184,7,0.10180198636464179,6,0.6776859504132231,0.10180198636464179,0.28,4,56,157,2,23,1,2,8,129145,129403,2,3,8
1135,37,4.369984239574605e-05,385,7,0.13316574856526112,6,0.8842975206611571,0.13316574856526112,0.26,11,194,645,121,46,101,5319,98,14,6742,175,18,4
1126,45,6.947985582249568e-05,491,7,0.13374167026728223,6,0.9256198347107438,0.13374167026728223,0.18,13,157,496,110,30,237,2366,63,12,4148,637,27,4
781,34,8.794087373176828e-05,473,7,0.11817882219961387,5,0.9090909090909091,0.11817882219961387,0.32,14,95,307,242,11,310,2602,58,9,3991,339,4,4
1142,41,8.472449108098993e-05,365,7,0.11799827496718782,6,0.9256198347107438,0.11799827496718782,0.14,9,131,171,165,11,333,1338,32,33,2696,464,9,4
1160,32,4.79051687511362e-05,410,7,0.12309729856563793,6,0.9338842975206612,0.12309729856563793,0.26,16,150,443,74,9,210,821,159,10,2561,664,5,4
1175,56,8.70580315478555e-05,478,7,0.14015878366408732,6,0.9173553719008265,0.14015878366408732,0.42,21,198,377,143,7,242,2184,36,14,3574,346,6,4
1169,43,7.085405845596131e-05,304,7,0.13336638557592548,6,0.9256198347107438,0.13336638557592548,0.28,13,197,489,115,43,443,1569,81,8,3345,380,7,4
216,50,2.175508880296903e-05,470,7,0.11452704139097533,6,0.6776859504132231,0.11452704139097533,0.24,27,189,317,137,30,390,1610,11,23,2790,11,45,4
489,54,3.807154692448701e-05,759,7,0.1309635378345071,5,0.4462809917355372,0.1309635378345071,0.42,30,110,489,241,4,76,68,4,3,1044,15,4,4
1194,60,8.776183539159358e-05,592,7,0.11695259675596266,6,0.9421487603305785,0.11695259675596266,0.16,28,190,295,57,8,365,2722,20,7,4318,622,4,4
800,39,7.200172055333263e-05,355,7,0.12134081314782054,5,0.9669421487603306,0.12134081314782054,0.28,8,141,249,99,27,466,967,90,7,2879,819,6,4
845,46,5.439465101489791e-05,416,7,0.1377133903922537,5,0.859504132231405,0.1377133903922537,0.34,14,138,541,123,10,218,1927,17,27,3228,197,16,4
435,51,6.625440506563047e-05,347,7,0.12849527587316795,5,0.7768595041322314,0.12849527587316795,0.28,16,218,716,95,59,134,2703,46,1,4053,46,19,4
440,39,8.246599955238309e-05,439,7,0.1371122120670496,5,0.8099173553719008,0.1371122120670496,0.18,13,245,656,147,45,82,3461,63,4,4908,182,10,4
838,34,7.999783655742072e-05,526,7,0.1316265279465319,5,0.8347107438016529,0.1316265279465319,0.22,9,176,629,151,6,114,3109,62,18,4527,232,21,4
